"No.","Time","Source","Destination","Protocol","Length","Info"
"1992","2021-04-01 17:18:37.022142","34.240.107.124","192.168.0.101","TLSv1.2","97","Application Data"
"1993","2021-04-01 17:18:37.022623","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=4342 Ack=4341 Win=1002 Len=0 TSval=2201757311 TSecr=1115089557"
"1994","2021-04-01 17:18:41.334975","192.168.0.101","52.210.184.200","TLSv1.2","97","Application Data"
"1995","2021-04-01 17:18:41.355018","52.210.184.200","192.168.0.101","TLSv1.2","97","Application Data"
"1996","2021-04-01 17:18:41.355491","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=4342 Ack=4341 Win=8292 Len=0 TSval=3481204186 TSecr=1233852"
"1997","2021-04-01 17:18:52.244045","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4341 Ack=4341 Win=1002 Len=0 TSval=2201772532 TSecr=1115089557"
"1998","2021-04-01 17:18:52.265201","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4341 Ack=4342 Win=120 Len=0 TSval=1115104800 TSecr=2201757311"
"1999","2021-04-01 17:18:56.596012","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=4341 Ack=4341 Win=8292 Len=0 TSval=3481219426 TSecr=1233852"
"2000","2021-04-01 17:18:56.615658","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4341 Ack=4342 Win=425 Len=0 TSval=1249112 TSecr=3481204186"
"2001","2021-04-01 17:19:07.347983","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4341 Ack=4341 Win=1002 Len=0 TSval=2201787637 TSecr=1115104800"
"2002","2021-04-01 17:19:07.369302","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4341 Ack=4342 Win=120 Len=0 TSval=1115119904 TSecr=2201757311"
"2003","2021-04-01 17:19:11.699949","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=4341 Ack=4341 Win=8292 Len=0 TSval=3481234531 TSecr=1249112"
"2004","2021-04-01 17:19:11.719597","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4341 Ack=4342 Win=425 Len=0 TSval=1264217 TSecr=3481204186"
"2005","2021-04-01 17:19:12.000154","192.168.0.101","34.240.107.124","TLSv1.2","97","Application Data"
"2006","2021-04-01 17:19:12.021774","34.240.107.124","192.168.0.101","TLSv1.2","97","Application Data"
"2007","2021-04-01 17:19:12.022228","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=4373 Ack=4372 Win=1002 Len=0 TSval=2201792311 TSecr=1115124557"
"2008","2021-04-01 17:19:16.335000","192.168.0.101","52.210.184.200","TLSv1.2","97","Application Data"
"2009","2021-04-01 17:19:16.355694","52.210.184.200","192.168.0.101","TLSv1.2","97","Application Data"
"2010","2021-04-01 17:19:16.356215","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=4373 Ack=4372 Win=8292 Len=0 TSval=3481239187 TSecr=1268853"
"2011","2021-04-01 17:19:27.059856","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4372 Ack=4372 Win=1002 Len=0 TSval=2201807349 TSecr=1115124557"
"2012","2021-04-01 17:19:27.081171","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4372 Ack=4373 Win=120 Len=0 TSval=1115139617 TSecr=2201792311"
"2013","2021-04-01 17:19:31.411908","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=4372 Ack=4372 Win=8292 Len=0 TSval=3481254243 TSecr=1268853"
"2014","2021-04-01 17:19:31.431822","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4372 Ack=4373 Win=425 Len=0 TSval=1283929 TSecr=3481239187"
"2015","2021-04-01 17:19:42.163928","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4372 Ack=4372 Win=1002 Len=0 TSval=2201822453 TSecr=1115139617"
"2016","2021-04-01 17:19:42.185347","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4372 Ack=4373 Win=120 Len=0 TSval=1115154721 TSecr=2201792311"
"2017","2021-04-01 17:19:46.515928","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=4372 Ack=4372 Win=8292 Len=0 TSval=3481269347 TSecr=1283929"
"2018","2021-04-01 17:19:46.536180","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4372 Ack=4373 Win=425 Len=0 TSval=1299033 TSecr=3481239187"
"2019","2021-04-01 17:19:47.000425","192.168.0.101","34.240.107.124","TLSv1.2","97","Application Data"
"2020","2021-04-01 17:19:47.022160","34.240.107.124","192.168.0.101","TLSv1.2","97","Application Data"
"2021","2021-04-01 17:19:47.022603","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=4404 Ack=4403 Win=1002 Len=0 TSval=2201827312 TSecr=1115159558"
"2022","2021-04-01 17:19:51.334637","192.168.0.101","52.210.184.200","TLSv1.2","97","Application Data"
"2023","2021-04-01 17:19:51.355053","52.210.184.200","192.168.0.101","TLSv1.2","97","Application Data"
"2024","2021-04-01 17:19:51.355510","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=4404 Ack=4403 Win=8292 Len=0 TSval=3481274187 TSecr=1303853"
"2025","2021-04-01 17:20:02.131888","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4403 Ack=4403 Win=1002 Len=0 TSval=2201842422 TSecr=1115159558"
"2026","2021-04-01 17:20:02.153389","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4403 Ack=4404 Win=120 Len=0 TSval=1115174689 TSecr=2201827312"
"2027","2021-04-01 17:20:06.483853","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=4403 Ack=4403 Win=8292 Len=0 TSval=3481289316 TSecr=1303853"
"2028","2021-04-01 17:20:06.504190","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4403 Ack=4404 Win=425 Len=0 TSval=1319002 TSecr=3481274187"
"2029","2021-04-01 17:20:17.235817","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4403 Ack=4403 Win=1002 Len=0 TSval=2201857526 TSecr=1115174689"
"2030","2021-04-01 17:20:17.257107","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4403 Ack=4404 Win=120 Len=0 TSval=1115189793 TSecr=2201827312"
"2031","2021-04-01 17:20:21.587777","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=4403 Ack=4403 Win=8292 Len=0 TSval=3481304420 TSecr=1319002"
"2032","2021-04-01 17:20:21.607610","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4403 Ack=4404 Win=425 Len=0 TSval=1334107 TSecr=3481274187"
"2033","2021-04-01 17:20:21.999961","192.168.0.101","34.240.107.124","TLSv1.2","97","Application Data"
"2034","2021-04-01 17:20:22.022114","34.240.107.124","192.168.0.101","TLSv1.2","97","Application Data"
"2035","2021-04-01 17:20:22.022731","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=4435 Ack=4434 Win=1002 Len=0 TSval=2201862313 TSecr=1115194558"
"2036","2021-04-01 17:20:26.334619","192.168.0.101","52.210.184.200","TLSv1.2","97","Application Data"
"2037","2021-04-01 17:20:26.355294","52.210.184.200","192.168.0.101","TLSv1.2","97","Application Data"
"2038","2021-04-01 17:20:26.355792","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=4435 Ack=4434 Win=8292 Len=0 TSval=3481309188 TSecr=1338854"
"2039","2021-04-01 17:20:37.203766","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4434 Ack=4434 Win=1002 Len=0 TSval=2201877494 TSecr=1115194558"
"2040","2021-04-01 17:20:37.225092","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4434 Ack=4435 Win=120 Len=0 TSval=1115209761 TSecr=2201862313"
"2041","2021-04-01 17:20:41.555734","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=4434 Ack=4434 Win=8292 Len=0 TSval=3481324389 TSecr=1338854"
"2042","2021-04-01 17:20:41.575361","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4434 Ack=4435 Win=425 Len=0 TSval=1354075 TSecr=3481309188"
"2043","2021-04-01 17:20:52.307640","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4434 Ack=4434 Win=1002 Len=0 TSval=2201892599 TSecr=1115209761"
"2044","2021-04-01 17:20:52.328988","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4434 Ack=4435 Win=120 Len=0 TSval=1115224865 TSecr=2201862313"
"2045","2021-04-01 17:20:56.659781","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=4434 Ack=4434 Win=8292 Len=0 TSval=3481339493 TSecr=1354075"
"2046","2021-04-01 17:20:56.679388","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4434 Ack=4435 Win=425 Len=0 TSval=1369179 TSecr=3481309188"
"2047","2021-04-01 17:20:56.999983","192.168.0.101","34.240.107.124","TLSv1.2","97","Application Data"
"2048","2021-04-01 17:20:57.021968","34.240.107.124","192.168.0.101","TLSv1.2","97","Application Data"
"2049","2021-04-01 17:20:57.022430","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=4466 Ack=4465 Win=1002 Len=0 TSval=2201897314 TSecr=1115229558"
"2050","2021-04-01 17:21:01.334708","192.168.0.101","52.210.184.200","TLSv1.2","97","Application Data"
"2051","2021-04-01 17:21:01.358216","52.210.184.200","192.168.0.101","TLSv1.2","97","Application Data"
"2052","2021-04-01 17:21:01.358684","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=4466 Ack=4465 Win=8292 Len=0 TSval=3481344192 TSecr=1373858"
"2053","2021-04-01 17:21:12.275724","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4465 Ack=4465 Win=1002 Len=0 TSval=2201912567 TSecr=1115229558"
"2054","2021-04-01 17:21:12.297346","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4465 Ack=4466 Win=120 Len=0 TSval=1115244833 TSecr=2201897314"
"2055","2021-04-01 17:21:16.371719","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=4465 Ack=4465 Win=8292 Len=0 TSval=3481359205 TSecr=1373858"
"2056","2021-04-01 17:21:16.391397","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4465 Ack=4466 Win=425 Len=0 TSval=1388891 TSecr=3481344192"
"2057","2021-04-01 17:21:27.379651","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4465 Ack=4465 Win=1002 Len=0 TSval=2201927672 TSecr=1115244833"
"2058","2021-04-01 17:21:27.401277","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4465 Ack=4466 Win=120 Len=0 TSval=1115259937 TSecr=2201897314"
"2059","2021-04-01 17:21:31.475638","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=4465 Ack=4465 Win=8292 Len=0 TSval=3481374310 TSecr=1388891"
"2060","2021-04-01 17:21:31.495286","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4465 Ack=4466 Win=425 Len=0 TSval=1403996 TSecr=3481344192"
"2061","2021-04-01 17:21:31.999797","192.168.0.101","34.240.107.124","TLSv1.2","97","Application Data"
"2062","2021-04-01 17:21:32.021857","34.240.107.124","192.168.0.101","TLSv1.2","97","Application Data"
"2063","2021-04-01 17:21:32.022366","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=4497 Ack=4496 Win=1002 Len=0 TSval=2201932314 TSecr=1115264557"
"2064","2021-04-01 17:21:36.334481","192.168.0.101","52.210.184.200","TLSv1.2","97","Application Data"
"2065","2021-04-01 17:21:36.355107","52.210.184.200","192.168.0.101","TLSv1.2","97","Application Data"
"2066","2021-04-01 17:21:36.355450","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=4497 Ack=4496 Win=8292 Len=0 TSval=3481379190 TSecr=1408856"
"2067","2021-04-01 17:21:47.091632","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4496 Ack=4496 Win=1002 Len=0 TSval=2201947384 TSecr=1115264557"
"2068","2021-04-01 17:21:47.113339","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4496 Ack=4497 Win=120 Len=0 TSval=1115279649 TSecr=2201932314"
"2069","2021-04-01 17:21:51.443632","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=4496 Ack=4496 Win=8292 Len=0 TSval=3481394278 TSecr=1408856"
"2070","2021-04-01 17:21:51.463154","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4496 Ack=4497 Win=425 Len=0 TSval=1423964 TSecr=3481379190"
"2071","2021-04-01 17:22:02.195651","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4496 Ack=4496 Win=1002 Len=0 TSval=2201962488 TSecr=1115279649"
"2072","2021-04-01 17:22:02.217344","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4496 Ack=4497 Win=120 Len=0 TSval=1115294753 TSecr=2201932314"
"2073","2021-04-01 17:22:06.547614","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=4496 Ack=4496 Win=8292 Len=0 TSval=3481409382 TSecr=1423964"
"2074","2021-04-01 17:22:06.567884","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4496 Ack=4497 Win=425 Len=0 TSval=1439069 TSecr=3481379190"
"2075","2021-04-01 17:22:06.999922","192.168.0.101","34.240.107.124","TLSv1.2","97","Application Data"
"2076","2021-04-01 17:22:07.022137","34.240.107.124","192.168.0.101","TLSv1.2","97","Application Data"
"2077","2021-04-01 17:22:07.022602","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=4528 Ack=4527 Win=1002 Len=0 TSval=2201967315 TSecr=1115299558"
"2078","2021-04-01 17:22:11.334320","192.168.0.101","52.210.184.200","TLSv1.2","97","Application Data"
"2079","2021-04-01 17:22:11.355283","52.210.184.200","192.168.0.101","TLSv1.2","97","Application Data"
"2080","2021-04-01 17:22:11.355762","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=4528 Ack=4527 Win=8292 Len=0 TSval=3481414191 TSecr=1443857"
"2081","2021-04-01 17:22:22.163575","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4527 Ack=4527 Win=1002 Len=0 TSval=2201982457 TSecr=1115299558"
"2082","2021-04-01 17:22:22.185389","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4527 Ack=4528 Win=120 Len=0 TSval=1115314721 TSecr=2201967315"
"2083","2021-04-01 17:22:26.515509","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=4527 Ack=4527 Win=8292 Len=0 TSval=3481429351 TSecr=1443857"
"2084","2021-04-01 17:22:26.535108","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4527 Ack=4528 Win=425 Len=0 TSval=1459037 TSecr=3481414191"
"2085","2021-04-01 17:22:37.267543","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4527 Ack=4527 Win=1002 Len=0 TSval=2201997561 TSecr=1115314721"
"2086","2021-04-01 17:22:37.289045","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4527 Ack=4528 Win=120 Len=0 TSval=1115329825 TSecr=2201967315"
"2087","2021-04-01 17:22:41.619542","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=4527 Ack=4527 Win=8292 Len=0 TSval=3481444455 TSecr=1459037"
"2088","2021-04-01 17:22:41.639100","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4527 Ack=4528 Win=425 Len=0 TSval=1474141 TSecr=3481414191"
"2089","2021-04-01 17:22:41.999639","192.168.0.101","34.240.107.124","TLSv1.2","97","Application Data"
"2090","2021-04-01 17:22:42.021708","34.240.107.124","192.168.0.101","TLSv1.2","97","Application Data"
"2091","2021-04-01 17:22:42.022262","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=4559 Ack=4558 Win=1002 Len=0 TSval=2202002316 TSecr=1115334558"
"2092","2021-04-01 17:22:46.334518","192.168.0.101","52.210.184.200","TLSv1.2","97","Application Data"
"2093","2021-04-01 17:22:46.354991","52.210.184.200","192.168.0.101","TLSv1.2","97","Application Data"
"2094","2021-04-01 17:22:46.355458","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=4559 Ack=4558 Win=8292 Len=0 TSval=3481449191 TSecr=1478857"
"2095","2021-04-01 17:22:57.235438","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4558 Ack=4558 Win=1002 Len=0 TSval=2202017529 TSecr=1115334558"
"2096","2021-04-01 17:22:57.257086","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4558 Ack=4559 Win=120 Len=0 TSval=1115349793 TSecr=2202002316"
"2097","2021-04-01 17:23:01.587451","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=4558 Ack=4558 Win=8292 Len=0 TSval=3481464424 TSecr=1478857"
"2098","2021-04-01 17:23:01.607139","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4558 Ack=4559 Win=425 Len=0 TSval=1494110 TSecr=3481449191"
"2099","2021-04-01 17:23:12.339492","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4558 Ack=4558 Win=1002 Len=0 TSval=2202032634 TSecr=1115349793"
"2100","2021-04-01 17:23:12.361359","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4558 Ack=4559 Win=120 Len=0 TSval=1115364897 TSecr=2202002316"
"2101","2021-04-01 17:23:16.691484","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=4558 Ack=4558 Win=8292 Len=0 TSval=3481479528 TSecr=1494110"
"2102","2021-04-01 17:23:16.711129","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4558 Ack=4559 Win=425 Len=0 TSval=1509214 TSecr=3481449191"
"2103","2021-04-01 17:23:16.999760","192.168.0.101","34.240.107.124","TLSv1.2","97","Application Data"
"2104","2021-04-01 17:23:17.022158","34.240.107.124","192.168.0.101","TLSv1.2","97","Application Data"
"2105","2021-04-01 17:23:17.022598","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=4590 Ack=4589 Win=1002 Len=0 TSval=2202037317 TSecr=1115369558"
"2106","2021-04-01 17:23:21.334279","192.168.0.101","52.210.184.200","TLSv1.2","97","Application Data"
"2107","2021-04-01 17:23:21.354966","52.210.184.200","192.168.0.101","TLSv1.2","97","Application Data"
"2108","2021-04-01 17:23:21.355452","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=4590 Ack=4589 Win=8292 Len=0 TSval=3481484192 TSecr=1513858"
"2109","2021-04-01 17:23:32.051372","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4589 Ack=4589 Win=1002 Len=0 TSval=2202052346 TSecr=1115369558"
"2110","2021-04-01 17:23:32.073308","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4589 Ack=4590 Win=120 Len=0 TSval=1115384609 TSecr=2202037317"
"2111","2021-04-01 17:23:36.403445","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=4589 Ack=4589 Win=8292 Len=0 TSval=3481499240 TSecr=1513858"
"2112","2021-04-01 17:23:36.422949","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4589 Ack=4590 Win=425 Len=0 TSval=1528927 TSecr=3481484192"
"2113","2021-04-01 17:23:47.155401","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4589 Ack=4589 Win=1002 Len=0 TSval=2202067451 TSecr=1115384609"
"2114","2021-04-01 17:23:47.177243","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4589 Ack=4590 Win=120 Len=0 TSval=1115399713 TSecr=2202037317"
"2115","2021-04-01 17:23:51.507372","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=4589 Ack=4589 Win=8292 Len=0 TSval=3481514345 TSecr=1528927"
"2116","2021-04-01 17:23:51.527128","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4589 Ack=4590 Win=425 Len=0 TSval=1544031 TSecr=3481484192"
"2117","2021-04-01 17:23:52.000212","192.168.0.101","34.240.107.124","TLSv1.2","97","Application Data"
"2118","2021-04-01 17:23:52.022628","34.240.107.124","192.168.0.101","TLSv1.2","97","Application Data"
"2119","2021-04-01 17:23:52.022970","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=4621 Ack=4620 Win=1002 Len=0 TSval=2202072318 TSecr=1115404559"
"2120","2021-04-01 17:23:56.334276","192.168.0.101","52.210.184.200","TLSv1.2","97","Application Data"
"2121","2021-04-01 17:23:56.355330","52.210.184.200","192.168.0.101","TLSv1.2","97","Application Data"
"2122","2021-04-01 17:23:56.355826","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=4621 Ack=4620 Win=8292 Len=0 TSval=3481519193 TSecr=1548860"
"2123","2021-04-01 17:24:07.123338","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4620 Ack=4620 Win=1002 Len=0 TSval=2202087419 TSecr=1115404559"
"2124","2021-04-01 17:24:07.145628","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4620 Ack=4621 Win=120 Len=0 TSval=1115419682 TSecr=2202072318"
"2125","2021-04-01 17:24:11.475341","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=4620 Ack=4620 Win=8292 Len=0 TSval=3481534313 TSecr=1548860"
"2126","2021-04-01 17:24:11.494921","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4620 Ack=4621 Win=425 Len=0 TSval=1563999 TSecr=3481519193"
"2127","2021-04-01 17:24:22.227413","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4620 Ack=4620 Win=1002 Len=0 TSval=2202102523 TSecr=1115419682"
"2128","2021-04-01 17:24:22.249246","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4620 Ack=4621 Win=120 Len=0 TSval=1115434785 TSecr=2202072318"
"2129","2021-04-01 17:24:26.579339","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=4620 Ack=4620 Win=8292 Len=0 TSval=3481549417 TSecr=1563999"
"2130","2021-04-01 17:24:26.598607","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4620 Ack=4621 Win=425 Len=0 TSval=1579104 TSecr=3481519193"
"2131","2021-04-01 17:24:26.999590","192.168.0.101","34.240.107.124","TLSv1.2","97","Application Data"
"2132","2021-04-01 17:24:27.022079","34.240.107.124","192.168.0.101","TLSv1.2","97","Application Data"
"2133","2021-04-01 17:24:27.022677","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=4652 Ack=4651 Win=1002 Len=0 TSval=2202107319 TSecr=1115439558"
"2134","2021-04-01 17:24:31.334111","192.168.0.101","52.210.184.200","TLSv1.2","97","Application Data"
"2135","2021-04-01 17:24:31.354463","52.210.184.200","192.168.0.101","TLSv1.2","97","Application Data"
"2136","2021-04-01 17:24:31.354929","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=4652 Ack=4651 Win=8292 Len=0 TSval=3481554193 TSecr=1583860"
"2137","2021-04-01 17:24:42.195228","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4651 Ack=4651 Win=1002 Len=0 TSval=2202122492 TSecr=1115439558"
"2138","2021-04-01 17:24:42.217116","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=4651 Ack=4652 Win=120 Len=0 TSval=1115454753 TSecr=2202107319"
"2139","2021-04-01 17:24:46.547353","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=4651 Ack=4651 Win=8292 Len=0 TSval=3481569386 TSecr=1583860"
"2140","2021-04-01 17:24:46.566943","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=4651 Ack=4652 Win=425 Len=0 TSval=1599072 TSecr=3481554193"
"2141","2021-04-01 17:24:57.299256","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=4651 Ack=4651 Win=1002 Len=0 TSval=2202137596 TSecr=1115454753"
