"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2021-04-01 15:57:36.274900","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=1 Ack=1 Win=8292 Len=0 TSval=3476339194 TSecr=4291321062"
"2","2021-04-01 15:57:36.294572","52.210.184.200","192.168.0.101","TCP","66","[TCP ACKed unseen segment] 443  >  58088 [ACK] Seq=1 Ack=2 Win=425 Len=0 TSval=4291336166 TSecr=3476309081"
"3","2021-04-01 15:57:37.042842","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=1 Ack=1 Win=1002 Len=0 TSval=2196897420 TSecr=1110214675"
"4","2021-04-01 15:57:37.064247","34.240.107.124","192.168.0.101","TCP","66","[TCP ACKed unseen segment] 443  >  49730 [ACK] Seq=1 Ack=2 Win=120 Len=0 TSval=1110229779 TSecr=2196867206"
"5","2021-04-01 15:57:41.151211","192.168.0.101","52.210.184.200","TLSv1.2","97","[TCP Previous segment not captured] , Application Data"
"6","2021-04-01 15:57:41.171579","52.210.184.200","192.168.0.101","TLSv1.2","97","[TCP ACKed unseen segment] , Application Data"
"7","2021-04-01 15:57:41.172163","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=33 Ack=32 Win=8292 Len=0 TSval=3476344091 TSecr=4291341044"
"8","2021-04-01 15:57:41.807021","192.168.0.101","34.240.107.124","TLSv1.2","97","[TCP Previous segment not captured] , Application Data"
"9","2021-04-01 15:57:41.828810","34.240.107.124","192.168.0.101","TLSv1.2","97","[TCP ACKed unseen segment] , Application Data"
"10","2021-04-01 15:57:41.829263","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=33 Ack=32 Win=1002 Len=0 TSval=2196902207 TSecr=1110234544"
"11","2021-04-01 15:57:56.242820","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=32 Ack=32 Win=8292 Len=0 TSval=3476359162 TSecr=4291341044"
"12","2021-04-01 15:57:56.262271","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=32 Ack=33 Win=425 Len=0 TSval=4291356135 TSecr=3476344091"
"13","2021-04-01 15:57:57.010817","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=32 Ack=32 Win=1002 Len=0 TSval=2196917388 TSecr=1110234544"
"14","2021-04-01 15:57:57.033043","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=32 Ack=33 Win=120 Len=0 TSval=1110249748 TSecr=2196902207"
"15","2021-04-01 15:58:11.346724","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=32 Ack=32 Win=8292 Len=0 TSval=3476374267 TSecr=4291356135"
"16","2021-04-01 15:58:11.366221","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=32 Ack=33 Win=425 Len=0 TSval=4291371239 TSecr=3476344091"
"17","2021-04-01 15:58:12.114817","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=32 Ack=32 Win=1002 Len=0 TSval=2196932493 TSecr=1110249748"
"18","2021-04-01 15:58:12.136514","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=32 Ack=33 Win=120 Len=0 TSval=1110264852 TSecr=2196902207"
"19","2021-04-01 15:58:16.141825","192.168.0.101","52.210.184.200","TLSv1.2","97","Application Data"
"20","2021-04-01 15:58:16.162103","52.210.184.200","192.168.0.101","TLSv1.2","97","Application Data"
"21","2021-04-01 15:58:16.162563","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=64 Ack=63 Win=8292 Len=0 TSval=3476379083 TSecr=4291376035"
"22","2021-04-01 15:58:16.807219","192.168.0.101","34.240.107.124","TLSv1.2","97","Application Data"
"23","2021-04-01 15:58:16.829313","34.240.107.124","192.168.0.101","TLSv1.2","97","Application Data"
"24","2021-04-01 15:58:16.829793","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=64 Ack=63 Win=1002 Len=0 TSval=2196937208 TSecr=1110269544"
"25","2021-04-01 15:58:31.314831","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=63 Ack=63 Win=8292 Len=0 TSval=3476394235 TSecr=4291376035"
"26","2021-04-01 15:58:31.334433","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=63 Ack=64 Win=425 Len=0 TSval=4291391207 TSecr=3476379083"
"27","2021-04-01 15:58:32.082718","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=63 Ack=63 Win=1002 Len=0 TSval=2196952461 TSecr=1110269544"
"28","2021-04-01 15:58:32.103769","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=63 Ack=64 Win=120 Len=0 TSval=1110284819 TSecr=2196937208"
"29","2021-04-01 15:58:46.418717","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=63 Ack=63 Win=8292 Len=0 TSval=3476409339 TSecr=4291391207"
"30","2021-04-01 15:58:46.438365","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=63 Ack=64 Win=425 Len=0 TSval=4291406312 TSecr=3476379083"
"31","2021-04-01 15:58:47.186798","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=63 Ack=63 Win=1002 Len=0 TSval=2196967565 TSecr=1110284819"
"32","2021-04-01 15:58:47.208367","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=63 Ack=64 Win=120 Len=0 TSval=1110299923 TSecr=2196937208"
"33","2021-04-01 15:58:51.141752","192.168.0.101","52.210.184.200","TLSv1.2","97","Application Data"
"34","2021-04-01 15:58:51.162212","52.210.184.200","192.168.0.101","TLSv1.2","97","Application Data"
"35","2021-04-01 15:58:51.162718","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=95 Ack=94 Win=8292 Len=0 TSval=3476414083 TSecr=4291411036"
"36","2021-04-01 15:58:51.807090","192.168.0.101","34.240.107.124","TLSv1.2","97","Application Data"
"37","2021-04-01 15:58:51.828990","34.240.107.124","192.168.0.101","TLSv1.2","97","Application Data"
"38","2021-04-01 15:58:51.829441","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=95 Ack=94 Win=1002 Len=0 TSval=2196972208 TSecr=1110304544"
"39","2021-04-01 15:59:06.386779","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=94 Ack=94 Win=8292 Len=0 TSval=3476429308 TSecr=4291411036"
"40","2021-04-01 15:59:06.406442","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=94 Ack=95 Win=425 Len=0 TSval=4291426280 TSecr=3476414083"
"41","2021-04-01 15:59:06.898735","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=94 Ack=94 Win=1002 Len=0 TSval=2196987278 TSecr=1110304544"
"42","2021-04-01 15:59:06.920189","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=94 Ack=95 Win=120 Len=0 TSval=1110319635 TSecr=2196972208"
"43","2021-04-01 15:59:21.490713","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=94 Ack=94 Win=8292 Len=0 TSval=3476444412 TSecr=4291426280"
"44","2021-04-01 15:59:21.510563","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=94 Ack=95 Win=425 Len=0 TSval=4291441385 TSecr=3476414083"
"45","2021-04-01 15:59:22.002632","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=94 Ack=94 Win=1002 Len=0 TSval=2197002382 TSecr=1110319635"
"46","2021-04-01 15:59:22.024108","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=94 Ack=95 Win=120 Len=0 TSval=1110334739 TSecr=2196972208"
"47","2021-04-01 15:59:26.141781","192.168.0.101","52.210.184.200","TLSv1.2","97","Application Data"
"48","2021-04-01 15:59:26.162298","52.210.184.200","192.168.0.101","TLSv1.2","97","Application Data"
"49","2021-04-01 15:59:26.162777","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=126 Ack=125 Win=8292 Len=0 TSval=3476449084 TSecr=4291446037"
"50","2021-04-01 15:59:26.807214","192.168.0.101","34.240.107.124","TLSv1.2","97","Application Data"
"51","2021-04-01 15:59:26.828997","34.240.107.124","192.168.0.101","TLSv1.2","97","Application Data"
"52","2021-04-01 15:59:26.829434","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=126 Ack=125 Win=1002 Len=0 TSval=2197007209 TSecr=1110339544"
"53","2021-04-01 15:59:41.202741","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=125 Ack=125 Win=8292 Len=0 TSval=3476464125 TSecr=4291446037"
"54","2021-04-01 15:59:41.222171","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=125 Ack=126 Win=425 Len=0 TSval=4291461097 TSecr=3476449084"
"55","2021-04-01 15:59:41.970630","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=125 Ack=125 Win=1002 Len=0 TSval=2197022351 TSecr=1110339544"
"56","2021-04-01 15:59:41.991919","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=125 Ack=126 Win=120 Len=0 TSval=1110354707 TSecr=2197007209"
"57","2021-04-01 15:59:56.306692","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=125 Ack=125 Win=8292 Len=0 TSval=3476479229 TSecr=4291461097"
"58","2021-04-01 15:59:56.326426","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=125 Ack=126 Win=425 Len=0 TSval=4291476202 TSecr=3476449084"
"59","2021-04-01 15:59:57.074631","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=125 Ack=125 Win=1002 Len=0 TSval=2197037455 TSecr=1110354707"
"60","2021-04-01 15:59:57.095906","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=125 Ack=126 Win=120 Len=0 TSval=1110369812 TSecr=2197007209"
"61","2021-04-01 16:00:01.141701","192.168.0.101","52.210.184.200","TLSv1.2","97","Application Data"
"62","2021-04-01 16:00:01.162017","52.210.184.200","192.168.0.101","TLSv1.2","97","Application Data"
"63","2021-04-01 16:00:01.162494","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=157 Ack=156 Win=8292 Len=0 TSval=3476484085 TSecr=4291481038"
"64","2021-04-01 16:00:01.806798","192.168.0.101","34.240.107.124","TLSv1.2","97","Application Data"
"65","2021-04-01 16:00:01.828738","34.240.107.124","192.168.0.101","TLSv1.2","97","Application Data"
"66","2021-04-01 16:00:01.829225","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=157 Ack=156 Win=1002 Len=0 TSval=2197042210 TSecr=1110374544"
"67","2021-04-01 16:00:16.274633","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=156 Ack=156 Win=8292 Len=0 TSval=3476499197 TSecr=4291481038"
"68","2021-04-01 16:00:16.294132","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=156 Ack=157 Win=425 Len=0 TSval=4291496170 TSecr=3476484085"
"69","2021-04-01 16:00:17.042454","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=156 Ack=156 Win=1002 Len=0 TSval=2197057423 TSecr=1110374544"
"70","2021-04-01 16:00:17.063797","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=156 Ack=157 Win=120 Len=0 TSval=1110389779 TSecr=2197042210"
"71","2021-04-01 16:00:31.378627","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=156 Ack=156 Win=8292 Len=0 TSval=3476514302 TSecr=4291496170"
"72","2021-04-01 16:00:31.397898","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=156 Ack=157 Win=425 Len=0 TSval=4291511274 TSecr=3476484085"
"73","2021-04-01 16:00:32.146642","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=156 Ack=156 Win=1002 Len=0 TSval=2197072528 TSecr=1110389779"
"74","2021-04-01 16:00:32.168209","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=156 Ack=157 Win=120 Len=0 TSval=1110404884 TSecr=2197042210"
"75","2021-04-01 16:00:36.141453","192.168.0.101","52.210.184.200","TLSv1.2","97","Application Data"
"76","2021-04-01 16:00:36.163566","52.210.184.200","192.168.0.101","TLSv1.2","97","Application Data"
"77","2021-04-01 16:00:36.164039","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=188 Ack=187 Win=8292 Len=0 TSval=3476519087 TSecr=4291516038"
"78","2021-04-01 16:00:36.806898","192.168.0.101","34.240.107.124","TLSv1.2","97","Application Data"
"79","2021-04-01 16:00:36.829295","34.240.107.124","192.168.0.101","TLSv1.2","97","Application Data"
"80","2021-04-01 16:00:36.829818","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=188 Ack=187 Win=1002 Len=0 TSval=2197077211 TSecr=1110409545"
"81","2021-04-01 16:00:51.346553","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=187 Ack=187 Win=8292 Len=0 TSval=3476534270 TSecr=4291516038"
"82","2021-04-01 16:00:51.365969","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=187 Ack=188 Win=425 Len=0 TSval=4291531243 TSecr=3476519087"
"83","2021-04-01 16:00:51.858508","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=187 Ack=187 Win=1002 Len=0 TSval=2197092240 TSecr=1110409545"
"84","2021-04-01 16:00:51.879968","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=187 Ack=188 Win=120 Len=0 TSval=1110424596 TSecr=2197077211"
"85","2021-04-01 16:01:06.450539","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=187 Ack=187 Win=8292 Len=0 TSval=3476549374 TSecr=4291531243"
"86","2021-04-01 16:01:06.470260","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=187 Ack=188 Win=425 Len=0 TSval=4291546347 TSecr=3476519087"
"87","2021-04-01 16:01:06.962493","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=187 Ack=187 Win=1002 Len=0 TSval=2197107344 TSecr=1110424596"
"88","2021-04-01 16:01:06.983498","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=187 Ack=188 Win=120 Len=0 TSval=1110439699 TSecr=2197077211"
"89","2021-04-01 16:01:11.141475","192.168.0.101","52.210.184.200","TLSv1.2","97","Application Data"
"90","2021-04-01 16:01:11.161810","52.210.184.200","192.168.0.101","TLSv1.2","97","Application Data"
"91","2021-04-01 16:01:11.162291","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=219 Ack=218 Win=8292 Len=0 TSval=3476554086 TSecr=4291551039"
"92","2021-04-01 16:01:11.806538","192.168.0.101","34.240.107.124","TLSv1.2","97","Application Data"
"93","2021-04-01 16:01:11.828326","34.240.107.124","192.168.0.101","TLSv1.2","97","Application Data"
"94","2021-04-01 16:01:11.828778","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=219 Ack=218 Win=1002 Len=0 TSval=2197112211 TSecr=1110444544"
"95","2021-04-01 16:01:26.162537","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=218 Ack=218 Win=8292 Len=0 TSval=3476569087 TSecr=4291551039"
"96","2021-04-01 16:01:26.182223","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=218 Ack=219 Win=425 Len=0 TSval=4291566059 TSecr=3476554086"
"97","2021-04-01 16:01:26.930497","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=218 Ack=218 Win=1002 Len=0 TSval=2197127313 TSecr=1110444544"
"98","2021-04-01 16:01:26.952055","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=218 Ack=219 Win=120 Len=0 TSval=1110459668 TSecr=2197112211"
"99","2021-04-01 16:01:41.266492","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=218 Ack=218 Win=8292 Len=0 TSval=3476584191 TSecr=4291566059"
"100","2021-04-01 16:01:41.285920","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=218 Ack=219 Win=425 Len=0 TSval=4291581164 TSecr=3476554086"
"101","2021-04-01 16:01:42.034449","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=218 Ack=218 Win=1002 Len=0 TSval=2197142417 TSecr=1110459668"
"102","2021-04-01 16:01:42.055728","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=218 Ack=219 Win=120 Len=0 TSval=1110474772 TSecr=2197112211"
"103","2021-04-01 16:01:46.141748","192.168.0.101","52.210.184.200","TLSv1.2","97","Application Data"
"104","2021-04-01 16:01:46.162133","52.210.184.200","192.168.0.101","TLSv1.2","97","Application Data"
"105","2021-04-01 16:01:46.162635","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=250 Ack=249 Win=8292 Len=0 TSval=3476589087 TSecr=4291586040"
"106","2021-04-01 16:01:46.806636","192.168.0.101","34.240.107.124","TLSv1.2","97","Application Data"
"107","2021-04-01 16:01:46.828820","34.240.107.124","192.168.0.101","TLSv1.2","97","Application Data"
"108","2021-04-01 16:01:46.829344","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=250 Ack=249 Win=1002 Len=0 TSval=2197147212 TSecr=1110479545"
"109","2021-04-01 16:02:01.234431","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=249 Ack=249 Win=8292 Len=0 TSval=3476604160 TSecr=4291586040"
"110","2021-04-01 16:02:01.253728","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=249 Ack=250 Win=425 Len=0 TSval=4291601132 TSecr=3476589087"
"111","2021-04-01 16:02:02.002503","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=249 Ack=249 Win=1002 Len=0 TSval=2197162386 TSecr=1110479545"
"112","2021-04-01 16:02:02.023866","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=249 Ack=250 Win=120 Len=0 TSval=1110494740 TSecr=2197147212"
"113","2021-04-01 16:02:16.338473","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=249 Ack=249 Win=8292 Len=0 TSval=3476619264 TSecr=4291601132"
"114","2021-04-01 16:02:16.358081","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=249 Ack=250 Win=425 Len=0 TSval=4291616237 TSecr=3476589087"
"115","2021-04-01 16:02:17.106437","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=249 Ack=249 Win=1002 Len=0 TSval=2197177490 TSecr=1110494740"
"116","2021-04-01 16:02:17.127832","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=249 Ack=250 Win=120 Len=0 TSval=1110509844 TSecr=2197147212"
"117","2021-04-01 16:02:21.141381","192.168.0.101","52.210.184.200","TLSv1.2","97","Application Data"
"118","2021-04-01 16:02:21.162403","52.210.184.200","192.168.0.101","TLSv1.2","97","Application Data"
"119","2021-04-01 16:02:21.162850","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=281 Ack=280 Win=8292 Len=0 TSval=3476624088 TSecr=4291621041"
"120","2021-04-01 16:02:21.807178","192.168.0.101","34.240.107.124","TLSv1.2","97","Application Data"
"121","2021-04-01 16:02:21.828896","34.240.107.124","192.168.0.101","TLSv1.2","97","Application Data"
"122","2021-04-01 16:02:21.829473","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=281 Ack=280 Win=1002 Len=0 TSval=2197182213 TSecr=1110514545"
"123","2021-04-01 16:02:36.306456","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=280 Ack=280 Win=8292 Len=0 TSval=3476639232 TSecr=4291621041"
"124","2021-04-01 16:02:36.325897","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=280 Ack=281 Win=425 Len=0 TSval=4291636205 TSecr=3476624088"
"125","2021-04-01 16:02:37.074425","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=280 Ack=280 Win=1002 Len=0 TSval=2197197458 TSecr=1110514545"
"126","2021-04-01 16:02:37.096084","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=280 Ack=281 Win=120 Len=0 TSval=1110529812 TSecr=2197182213"
"127","2021-04-01 16:02:51.410395","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=280 Ack=280 Win=8292 Len=0 TSval=3476654337 TSecr=4291636205"
"128","2021-04-01 16:02:51.430078","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=280 Ack=281 Win=425 Len=0 TSval=4291651310 TSecr=3476624088"
"129","2021-04-01 16:02:52.178439","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=280 Ack=280 Win=1002 Len=0 TSval=2197212563 TSecr=1110529812"
"130","2021-04-01 16:02:52.199982","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=280 Ack=281 Win=120 Len=0 TSval=1110544916 TSecr=2197182213"
"131","2021-04-01 16:02:56.141492","192.168.0.101","52.210.184.200","TLSv1.2","97","Application Data"
"132","2021-04-01 16:02:56.161838","52.210.184.200","192.168.0.101","TLSv1.2","97","Application Data"
"133","2021-04-01 16:02:56.162281","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=312 Ack=311 Win=8292 Len=0 TSval=3476659089 TSecr=4291656041"
"134","2021-04-01 16:02:56.806672","192.168.0.101","34.240.107.124","TLSv1.2","97","Application Data"
"135","2021-04-01 16:02:56.828733","34.240.107.124","192.168.0.101","TLSv1.2","97","Application Data"
"136","2021-04-01 16:02:56.829199","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=312 Ack=311 Win=1002 Len=0 TSval=2197217214 TSecr=1110549545"
"137","2021-04-01 16:03:11.378373","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=311 Ack=311 Win=8292 Len=0 TSval=3476674305 TSecr=4291656041"
"138","2021-04-01 16:03:11.397921","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=311 Ack=312 Win=425 Len=0 TSval=4291671278 TSecr=3476659089"
"139","2021-04-01 16:03:11.890162","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=311 Ack=311 Win=1002 Len=0 TSval=2197232275 TSecr=1110549545"
"140","2021-04-01 16:03:11.911415","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=311 Ack=312 Win=120 Len=0 TSval=1110564628 TSecr=2197217214"
"141","2021-04-01 16:03:26.482376","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=311 Ack=311 Win=8292 Len=0 TSval=3476689409 TSecr=4291671278"
"142","2021-04-01 16:03:26.501858","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=311 Ack=312 Win=425 Len=0 TSval=4291686382 TSecr=3476659089"
"143","2021-04-01 16:03:26.994358","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=311 Ack=311 Win=1002 Len=0 TSval=2197247379 TSecr=1110564628"
"144","2021-04-01 16:03:27.016902","34.240.107.124","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  49730 [ACK] Seq=311 Ack=312 Win=120 Len=0 TSval=1110579732 TSecr=2197217214"
"145","2021-04-01 16:03:31.141182","192.168.0.101","52.210.184.200","TLSv1.2","97","Application Data"
"146","2021-04-01 16:03:31.161800","52.210.184.200","192.168.0.101","TLSv1.2","97","Application Data"
"147","2021-04-01 16:03:31.162281","192.168.0.101","52.210.184.200","TCP","66","58088  >  443 [ACK] Seq=343 Ack=342 Win=8292 Len=0 TSval=3476694089 TSecr=4291691042"
"148","2021-04-01 16:03:31.806710","192.168.0.101","34.240.107.124","TLSv1.2","97","Application Data"
"149","2021-04-01 16:03:31.828711","34.240.107.124","192.168.0.101","TLSv1.2","97","Application Data"
"150","2021-04-01 16:03:31.829199","192.168.0.101","34.240.107.124","TCP","66","49730  >  443 [ACK] Seq=343 Ack=342 Win=1002 Len=0 TSval=2197252214 TSecr=1110584545"
"151","2021-04-01 16:03:46.194370","192.168.0.101","52.210.184.200","TCP","66","[TCP Keep-Alive] 58088  >  443 [ACK] Seq=342 Ack=342 Win=8292 Len=0 TSval=3476709122 TSecr=4291691042"
"152","2021-04-01 16:03:46.214003","52.210.184.200","192.168.0.101","TCP","66","[TCP Keep-Alive ACK] 443  >  58088 [ACK] Seq=342 Ack=343 Win=425 Len=0 TSval=4291706095 TSecr=3476694089"
"153","2021-04-01 16:03:46.962167","192.168.0.101","34.240.107.124","TCP","66","[TCP Keep-Alive] 49730  >  443 [ACK] Seq=342 Ack=342 Win=1002 Len=0 TSval=2197267348 TSecr=1110584545"
